duration,width,height,bitrate,framerate,frames,size,o_bitrate,o_framerate,o_width,o_height,utime
130.35667,176,144,54590,12,1564,889537,5000000,24,1920,1080,32.022
130.35667,176,144,54590,12,1564,889537,5000000,25,176,144,1.268
130.35667,176,144,54590,12,1564,889537,5000000,25,320,240,2.912
130.35667,176,144,54590,12,1564,889537,5000000,25,480,360,4.88
130.35667,176,144,54590,12,1564,889537,5000000,25,640,480,7.144
130.35667,176,144,54590,12,1564,889537,5000000,25,1280,720,16.649
130.35667,176,144,54590,12,1564,889537,5000000,25,1920,1080,32.198
130.35667,176,144,54590,12,1564,889537,5000000,29.97,176,144,1.26
130.35667,176,144,54590,12,1564,889537,5000000,29.97,320,240,2.96
130.35667,176,144,54590,12,1564,889537,5000000,29.97,480,360,4.896
130.35667,176,144,54590,12,1564,889537,5000000,29.97,640,480,7.3
130.35667,176,144,54590,12,1564,889537,5000000,29.97,1280,720,16.845
130.35667,176,144,54590,12,1564,889537,5000000,29.97,1920,1080,32.766
130.35667,176,144,54590,12,1564,889537,56000,12,176,144,0.308
130.35667,176,144,54590,12,1564,889537,56000,12,320,240,0.384
130.35667,176,144,54590,12,1564,889537,56000,12,480,360,0.504
130.35667,176,144,54590,12,1564,889537,56000,12,640,480,0.648
130.35667,176,144,54590,12,1564,889537,56000,12,1280,720,1.516
130.35667,176,144,54590,12,1564,889537,56000,12,1920,1080,3.276
130.35667,176,144,54590,12,1564,889537,56000,15,176,144,0.308
130.35667,176,144,54590,12,1564,889537,56000,15,320,240,0.384
130.35667,176,144,54590,12,1564,889537,56000,15,480,360,0.504
130.35667,176,144,54590,12,1564,889537,56000,15,640,480,0.676
130.35667,176,144,54590,12,1564,889537,56000,15,1280,720,1.536
130.35667,176,144,54590,12,1564,889537,56000,15,1920,1080,3.192
130.35667,176,144,54590,12,1564,889537,56000,24,176,144,0.304
130.35667,176,144,54590,12,1564,889537,56000,24,320,240,0.384
130.35667,176,144,54590,12,1564,889537,56000,24,480,360,0.508
130.35667,176,144,54590,12,1564,889537,56000,24,640,480,0.688
130.35667,176,144,54590,12,1564,889537,56000,24,1280,720,1.576
130.35667,176,144,54590,12,1564,889537,56000,24,1920,1080,3.172
130.35667,176,144,54590,12,1564,889537,56000,25,176,144,0.304
130.35667,176,144,54590,12,1564,889537,56000,25,320,240,0.372
130.35667,176,144,54590,12,1564,889537,56000,25,480,360,0.5
130.35667,176,144,54590,12,1564,889537,56000,25,640,480,0.668
130.35667,176,144,54590,12,1564,889537,56000,25,1280,720,1.528
130.35667,176,144,54590,12,1564,889537,56000,25,1920,1080,3.22
130.35667,176,144,54590,12,1564,889537,56000,29.97,176,144,0.308
130.35667,176,144,54590,12,1564,889537,56000,29.97,320,240,0.38
130.35667,176,144,54590,12,1564,889537,56000,29.97,480,360,0.508
130.35667,176,144,54590,12,1564,889537,56000,29.97,640,480,0.676
130.35667,176,144,54590,12,1564,889537,56000,29.97,1280,720,1.524
130.35667,176,144,54590,12,1564,889537,56000,29.97,1920,1080,3.212
130.35667,176,144,54590,12,1564,889537,109000,12,176,144,0.348
130.35667,176,144,54590,12,1564,889537,109000,12,320,240,0.4
130.35667,176,144,54590,12,1564,889537,109000,12,480,360,0.5
130.35667,176,144,54590,12,1564,889537,109000,12,640,480,0.664
130.35667,176,144,54590,12,1564,889537,109000,12,1280,720,1.5
130.35667,176,144,54590,12,1564,889537,109000,12,1920,1080,3.124
130.35667,176,144,54590,12,1564,889537,109000,15,176,144,0.316
130.35667,176,144,54590,12,1564,889537,109000,15,320,240,0.404
130.35667,176,144,54590,12,1564,889537,109000,15,480,360,0.5
130.35667,176,144,54590,12,1564,889537,109000,15,640,480,0.68
130.35667,176,144,54590,12,1564,889537,109000,15,1280,720,1.524
130.35667,176,144,54590,12,1564,889537,109000,15,1920,1080,3.224
130.35667,176,144,54590,12,1564,889537,109000,24,176,144,0.324
130.35667,176,144,54590,12,1564,889537,109000,24,320,240,0.396
130.35667,176,144,54590,12,1564,889537,109000,24,480,360,0.512
130.35667,176,144,54590,12,1564,889537,109000,24,640,480,0.672
130.35667,176,144,54590,12,1564,889537,109000,24,1280,720,1.484
130.35667,176,144,54590,12,1564,889537,109000,24,1920,1080,3.204
130.35667,176,144,54590,12,1564,889537,109000,25,176,144,0.304
130.35667,176,144,54590,12,1564,889537,109000,25,320,240,0.376
130.35667,176,144,54590,12,1564,889537,109000,25,480,360,0.512
130.35667,176,144,54590,12,1564,889537,109000,25,640,480,0.656
130.35667,176,144,54590,12,1564,889537,109000,25,1280,720,1.464
130.35667,176,144,54590,12,1564,889537,109000,25,1920,1080,3.132
130.35667,176,144,54590,12,1564,889537,109000,29.97,176,144,0.308
130.35667,176,144,54590,12,1564,889537,109000,29.97,320,240,0.388
130.35667,176,144,54590,12,1564,889537,109000,29.97,480,360,0.5
130.35667,176,144,54590,12,1564,889537,109000,29.97,640,480,0.664
130.35667,176,144,54590,12,1564,889537,109000,29.97,1280,720,1.456
130.35667,176,144,54590,12,1564,889537,109000,29.97,1920,1080,3.172
130.35667,176,144,54590,12,1564,889537,242000,12,176,144,0.324
130.35667,176,144,54590,12,1564,889537,242000,12,320,240,0.432
130.35667,176,144,54590,12,1564,889537,242000,12,480,360,0.552
130.35667,176,144,54590,12,1564,889537,242000,12,640,480,0.7
130.35667,176,144,54590,12,1564,889537,242000,12,1280,720,1.476
130.35667,176,144,54590,12,1564,889537,242000,12,1920,1080,3.144
130.35667,176,144,54590,12,1564,889537,242000,15,176,144,0.324
130.35667,176,144,54590,12,1564,889537,242000,15,320,240,0.42
130.35667,176,144,54590,12,1564,889537,242000,15,480,360,0.536
130.35667,176,144,54590,12,1564,889537,242000,15,640,480,0.648
130.35667,176,144,54590,12,1564,889537,242000,15,1280,720,1.512
130.35667,176,144,54590,12,1564,889537,242000,15,1920,1080,3.104
130.35667,176,144,54590,12,1564,889537,242000,24,176,144,0.324
130.35667,176,144,54590,12,1564,889537,242000,24,320,240,0.416
130.35667,176,144,54590,12,1564,889537,242000,24,480,360,0.552
130.35667,176,144,54590,12,1564,889537,242000,24,640,480,0.712
130.35667,176,144,54590,12,1564,889537,242000,24,1280,720,1.532
130.35667,176,144,54590,12,1564,889537,242000,24,1920,1080,3.316
130.35667,176,144,54590,12,1564,889537,242000,25,176,144,0.34
130.35667,176,144,54590,12,1564,889537,242000,25,320,240,0.416
130.35667,176,144,54590,12,1564,889537,242000,25,480,360,0.524
130.35667,176,144,54590,12,1564,889537,242000,25,640,480,0.656
130.35667,176,144,54590,12,1564,889537,242000,25,1280,720,1.46
130.35667,176,144,54590,12,1564,889537,242000,25,1920,1080,3.136
130.35667,176,144,54590,12,1564,889537,242000,29.97,176,144,0.312
130.35667,176,144,54590,12,1564,889537,242000,29.97,320,240,0.4
130.35667,176,144,54590,12,1564,889537,242000,29.97,480,360,0.52
130.35667,176,144,54590,12,1564,889537,242000,29.97,640,480,0.66
130.35667,176,144,54590,12,1564,889537,242000,29.97,1280,720,1.496
130.35667,176,144,54590,12,1564,889537,242000,29.97,1920,1080,3.228
130.35667,176,144,54590,12,1564,889537,539000,12,176,144,0.332
130.35667,176,144,54590,12,1564,889537,539000,12,320,240,0.48
130.35667,176,144,54590,12,1564,889537,539000,12,480,360,0.6
130.35667,176,144,54590,12,1564,889537,539000,12,640,480,0.724
130.35667,176,144,54590,12,1564,889537,539000,12,1280,720,1.508
130.35667,176,144,54590,12,1564,889537,539000,12,1920,1080,3.16
130.35667,176,144,54590,12,1564,889537,539000,15,176,144,0.336
130.35667,176,144,54590,12,1564,889537,539000,15,320,240,0.448
130.35667,176,144,54590,12,1564,889537,539000,15,480,360,0.572
130.35667,176,144,54590,12,1564,889537,539000,15,640,480,0.736
130.35667,176,144,54590,12,1564,889537,539000,15,1280,720,1.468
130.35667,176,144,54590,12,1564,889537,539000,15,1920,1080,3.144
130.35667,176,144,54590,12,1564,889537,539000,24,176,144,0.328
130.35667,176,144,54590,12,1564,889537,539000,24,320,240,0.448
130.35667,176,144,54590,12,1564,889537,539000,24,480,360,0.572
130.35667,176,144,54590,12,1564,889537,539000,24,640,480,0.708
130.35667,176,144,54590,12,1564,889537,539000,24,1280,720,1.456
130.35667,176,144,54590,12,1564,889537,539000,24,1920,1080,3.188
130.35667,176,144,54590,12,1564,889537,539000,25,176,144,0.324
130.35667,176,144,54590,12,1564,889537,539000,25,320,240,0.444
130.35667,176,144,54590,12,1564,889537,539000,25,480,360,0.584
130.35667,176,144,54590,12,1564,889537,539000,25,640,480,0.692
130.35667,176,144,54590,12,1564,889537,539000,25,1280,720,1.492
130.35667,176,144,54590,12,1564,889537,539000,25,1920,1080,3.108
130.35667,176,144,54590,12,1564,889537,539000,29.97,176,144,0.324
130.35667,176,144,54590,12,1564,889537,539000,29.97,320,240,0.444
130.35667,176,144,54590,12,1564,889537,539000,29.97,480,360,0.564
130.35667,176,144,54590,12,1564,889537,539000,29.97,640,480,0.676
130.35667,176,144,54590,12,1564,889537,539000,29.97,1280,720,1.476
130.35667,176,144,54590,12,1564,889537,539000,29.97,1920,1080,3.172
130.35667,176,144,54590,12,1564,889537,820000,12,176,144,0.324
130.35667,176,144,54590,12,1564,889537,820000,12,320,240,0.468
130.35667,176,144,54590,12,1564,889537,820000,12,480,360,0.64
130.35667,176,144,54590,12,1564,889537,820000,12,640,480,0.768
130.35667,176,144,54590,12,1564,889537,820000,12,1280,720,1.44
130.35667,176,144,54590,12,1564,889537,820000,12,1920,1080,3.172
130.35667,176,144,54590,12,1564,889537,820000,15,176,144,0.34
130.35667,176,144,54590,12,1564,889537,820000,15,320,240,0.464
130.35667,176,144,54590,12,1564,889537,820000,15,480,360,0.624
130.35667,176,144,54590,12,1564,889537,820000,15,640,480,0.776
130.35667,176,144,54590,12,1564,889537,820000,15,1280,720,1.488
130.35667,176,144,54590,12,1564,889537,820000,15,1920,1080,3.132
130.35667,176,144,54590,12,1564,889537,820000,24,176,144,0.328
130.35667,176,144,54590,12,1564,889537,820000,24,320,240,0.46
130.35667,176,144,54590,12,1564,889537,820000,24,480,360,0.616
130.35667,176,144,54590,12,1564,889537,820000,24,640,480,0.76
130.35667,176,144,54590,12,1564,889537,820000,24,1280,720,1.536
130.35667,176,144,54590,12,1564,889537,820000,24,1920,1080,3.116
130.35667,176,144,54590,12,1564,889537,820000,25,176,144,0.34
130.35667,176,144,54590,12,1564,889537,820000,25,320,240,0.464
130.35667,176,144,54590,12,1564,889537,820000,25,480,360,0.616
130.35667,176,144,54590,12,1564,889537,820000,25,640,480,0.764
130.35667,176,144,54590,12,1564,889537,820000,25,1280,720,1.496
130.35667,176,144,54590,12,1564,889537,820000,25,1920,1080,3.16
130.35667,176,144,54590,12,1564,889537,820000,29.97,176,144,0.356
130.35667,176,144,54590,12,1564,889537,820000,29.97,320,240,0.472
130.35667,176,144,54590,12,1564,889537,820000,29.97,480,360,0.632
130.35667,176,144,54590,12,1564,889537,820000,29.97,640,480,0.852
130.35667,176,144,54590,12,1564,889537,820000,29.97,1280,720,1.5
130.35667,176,144,54590,12,1564,889537,820000,29.97,1920,1080,3.176
130.35667,176,144,54590,12,1564,889537,3000000,12,176,144,0.32
130.35667,176,144,54590,12,1564,889537,3000000,12,320,240,0.484
130.35667,176,144,54590,12,1564,889537,3000000,12,480,360,0.672
130.35667,176,144,54590,12,1564,889537,3000000,12,640,480,0.892
130.35667,176,144,54590,12,1564,889537,3000000,12,1280,720,1.892
130.35667,176,144,54590,12,1564,889537,3000000,12,1920,1080,3.224
130.35667,176,144,54590,12,1564,889537,3000000,15,176,144,0.32
130.35667,176,144,54590,12,1564,889537,3000000,15,320,240,0.476
130.35667,176,144,54590,12,1564,889537,3000000,15,480,360,0.664
130.35667,176,144,54590,12,1564,889537,3000000,15,640,480,0.896
130.35667,176,144,54590,12,1564,889537,3000000,15,1280,720,1.848
130.35667,176,144,54590,12,1564,889537,3000000,15,1920,1080,3.188
130.35667,176,144,54590,12,1564,889537,3000000,24,176,144,0.328
130.35667,176,144,54590,12,1564,889537,3000000,24,320,240,0.452
130.35667,176,144,54590,12,1564,889537,3000000,24,480,360,0.668
130.35667,176,144,54590,12,1564,889537,3000000,24,640,480,0.892
130.35667,176,144,54590,12,1564,889537,3000000,24,1280,720,1.864
130.35667,176,144,54590,12,1564,889537,3000000,24,1920,1080,3.22
130.35667,176,144,54590,12,1564,889537,3000000,25,176,144,0.324
130.35667,176,144,54590,12,1564,889537,3000000,25,320,240,0.504
130.35667,176,144,54590,12,1564,889537,3000000,25,480,360,0.652
130.35667,176,144,54590,12,1564,889537,3000000,25,640,480,0.904
130.35667,176,144,54590,12,1564,889537,3000000,25,1280,720,1.916
130.35667,176,144,54590,12,1564,889537,3000000,25,1920,1080,3.196
130.35667,176,144,54590,12,1564,889537,3000000,29.97,176,144,0.324
130.35667,176,144,54590,12,1564,889537,3000000,29.97,320,240,0.516
130.35667,176,144,54590,12,1564,889537,3000000,29.97,480,360,0.68
130.35667,176,144,54590,12,1564,889537,3000000,29.97,640,480,0.9
130.35667,176,144,54590,12,1564,889537,3000000,29.97,1280,720,1.852
130.35667,176,144,54590,12,1564,889537,3000000,29.97,1920,1080,3.264
130.35667,176,144,54590,12,1564,889537,5000000,12,176,144,0.324
130.35667,176,144,54590,12,1564,889537,5000000,12,320,240,0.476
130.35667,176,144,54590,12,1564,889537,5000000,12,480,360,0.664
130.35667,176,144,54590,12,1564,889537,5000000,12,640,480,0.92
130.35667,176,144,54590,12,1564,889537,5000000,12,1280,720,2.04
130.35667,176,144,54590,12,1564,889537,5000000,12,1920,1080,3.74
130.35667,176,144,54590,12,1564,889537,5000000,15,176,144,0.332
130.35667,176,144,54590,12,1564,889537,5000000,15,320,240,0.468
130.35667,176,144,54590,12,1564,889537,5000000,15,480,360,0.656
130.35667,176,144,54590,12,1564,889537,5000000,15,640,480,0.904
130.35667,176,144,54590,12,1564,889537,5000000,15,1280,720,2.064
130.35667,176,144,54590,12,1564,889537,5000000,15,1920,1080,3.784
130.35667,176,144,54590,12,1564,889537,5000000,24,176,144,0.32
130.35667,176,144,54590,12,1564,889537,5000000,24,320,240,0.472
130.35667,176,144,54590,12,1564,889537,5000000,24,480,360,0.652
130.35667,176,144,54590,12,1564,889537,5000000,24,640,480,0.912
130.35667,176,144,54590,12,1564,889537,5000000,24,1280,720,2.056
130.35667,176,144,54590,12,1564,889537,5000000,24,1920,1080,3.672
130.35667,176,144,54590,12,1564,889537,5000000,25,176,144,0.324
130.35667,176,144,54590,12,1564,889537,5000000,25,320,240,0.476
130.35667,176,144,54590,12,1564,889537,5000000,25,480,360,0.66
130.35667,176,144,54590,12,1564,889537,5000000,25,640,480,0.912
130.35667,176,144,54590,12,1564,889537,5000000,25,1280,720,2.044
130.35667,176,144,54590,12,1564,889537,5000000,25,1920,1080,3.7
130.35667,176,144,54590,12,1564,889537,5000000,29.97,176,144,0.32
130.35667,176,144,54590,12,1564,889537,5000000,29.97,320,240,0.472
130.35667,176,144,54590,12,1564,889537,5000000,29.97,480,360,0.68
130.35667,176,144,54590,12,1564,889537,5000000,29.97,640,480,0.912
130.35667,176,144,54590,12,1564,889537,5000000,29.97,1280,720,2.028
130.35667,176,144,54590,12,1564,889537,5000000,29.97,1920,1080,3.684
130.35667,176,144,54590,12,1564,889537,56000,12,176,144,1.3
130.35667,176,144,54590,12,1564,889537,56000,12,320,240,2.292
130.35667,176,144,54590,12,1564,889537,56000,12,480,360,3.548
130.35667,176,144,54590,12,1564,889537,56000,12,640,480,5.024
130.35667,176,144,54590,12,1564,889537,56000,12,1280,720,10.481
130.35667,176,144,54590,12,1564,889537,56000,12,1920,1080,22.409
130.35667,176,144,54590,12,1564,889537,56000,15,176,144,1.428
130.35667,176,144,54590,12,1564,889537,56000,15,320,240,2.34
130.35667,176,144,54590,12,1564,889537,56000,15,480,360,3.8
130.35667,176,144,54590,12,1564,889537,56000,15,640,480,5.444
130.35667,176,144,54590,12,1564,889537,56000,15,1280,720,11.597
130.35667,176,144,54590,12,1564,889537,56000,15,1920,1080,26.662
130.35667,176,144,54590,12,1564,889537,56000,24,176,144,1.728
130.35667,176,144,54590,12,1564,889537,56000,24,320,240,2.744
130.35667,176,144,54590,12,1564,889537,56000,24,480,360,4.364
130.35667,176,144,54590,12,1564,889537,56000,24,640,480,6.572
130.35667,176,144,54590,12,1564,889537,56000,24,1280,720,18.453
130.35667,176,144,54590,12,1564,889537,56000,24,1920,1080,41.727
130.35667,176,144,54590,12,1564,889537,56000,25,176,144,1.864
130.35667,176,144,54590,12,1564,889537,56000,25,320,240,2.752
130.35667,176,144,54590,12,1564,889537,56000,25,480,360,4.492
130.35667,176,144,54590,12,1564,889537,56000,25,640,480,6.704
130.35667,176,144,54590,12,1564,889537,56000,25,1280,720,17.953
130.35667,176,144,54590,12,1564,889537,56000,25,1920,1080,40.711
130.35667,176,144,54590,12,1564,889537,56000,29.97,176,144,2.016
130.35667,176,144,54590,12,1564,889537,56000,29.97,320,240,3
130.35667,176,144,54590,12,1564,889537,56000,29.97,480,360,5.148
130.35667,176,144,54590,12,1564,889537,56000,29.97,640,480,7.6
130.35667,176,144,54590,12,1564,889537,56000,29.97,1280,720,18.345
130.35667,176,144,54590,12,1564,889537,56000,29.97,1920,1080,41.199
130.35667,176,144,54590,12,1564,889537,109000,12,176,144,1.564
130.35667,176,144,54590,12,1564,889537,109000,12,320,240,2.84
130.35667,176,144,54590,12,1564,889537,109000,12,480,360,4.536
130.35667,176,144,54590,12,1564,889537,109000,12,640,480,6.792
130.35667,176,144,54590,12,1564,889537,109000,12,1280,720,12.925
130.35667,176,144,54590,12,1564,889537,109000,12,1920,1080,23.013
130.35667,176,144,54590,12,1564,889537,109000,15,176,144,1.56
130.35667,176,144,54590,12,1564,889537,109000,15,320,240,2.92
130.35667,176,144,54590,12,1564,889537,109000,15,480,360,4.78
130.35667,176,144,54590,12,1564,889537,109000,15,640,480,6.952
130.35667,176,144,54590,12,1564,889537,109000,15,1280,720,13.933
130.35667,176,144,54590,12,1564,889537,109000,15,1920,1080,27.098
130.35667,176,144,54590,12,1564,889537,109000,24,176,144,2.044
130.35667,176,144,54590,12,1564,889537,109000,24,320,240,3.412
130.35667,176,144,54590,12,1564,889537,109000,24,480,360,5.344
130.35667,176,144,54590,12,1564,889537,109000,24,640,480,7.764
130.35667,176,144,54590,12,1564,889537,109000,24,1280,720,17.893
130.35667,176,144,54590,12,1564,889537,109000,24,1920,1080,42.219
130.35667,176,144,54590,12,1564,889537,109000,25,176,144,2.28
130.35667,176,144,54590,12,1564,889537,109000,25,320,240,3.552
130.35667,176,144,54590,12,1564,889537,109000,25,480,360,5.464
130.35667,176,144,54590,12,1564,889537,109000,25,640,480,8.057
130.35667,176,144,54590,12,1564,889537,109000,25,1280,720,18.473
130.35667,176,144,54590,12,1564,889537,109000,25,1920,1080,40.887
130.35667,176,144,54590,12,1564,889537,109000,29.97,176,144,2.3
130.35667,176,144,54590,12,1564,889537,109000,29.97,320,240,3.684
130.35667,176,144,54590,12,1564,889537,109000,29.97,480,360,6.116
130.35667,176,144,54590,12,1564,889537,109000,29.97,640,480,9.101
130.35667,176,144,54590,12,1564,889537,109000,29.97,1280,720,19.577
130.35667,176,144,54590,12,1564,889537,109000,29.97,1920,1080,41.419
130.35667,176,144,54590,12,1564,889537,242000,12,176,144,1.788
130.35667,176,144,54590,12,1564,889537,242000,12,320,240,3.544
130.35667,176,144,54590,12,1564,889537,242000,12,480,360,6.004
130.35667,176,144,54590,12,1564,889537,242000,12,640,480,8.873
130.35667,176,144,54590,12,1564,889537,242000,12,1280,720,18.209
130.35667,176,144,54590,12,1564,889537,242000,12,1920,1080,29.806
130.35667,176,144,54590,12,1564,889537,242000,15,176,144,1.716
130.35667,176,144,54590,12,1564,889537,242000,15,320,240,3.7
130.35667,176,144,54590,12,1564,889537,242000,15,480,360,6.228
130.35667,176,144,54590,12,1564,889537,242000,15,640,480,9.277
130.35667,176,144,54590,12,1564,889537,242000,15,1280,720,19.453
130.35667,176,144,54590,12,1564,889537,242000,15,1920,1080,32.266
130.35667,176,144,54590,12,1564,889537,242000,24,176,144,2.204
130.35667,176,144,54590,12,1564,889537,242000,24,320,240,4.208
130.35667,176,144,54590,12,1564,889537,242000,24,480,360,6.768
130.35667,176,144,54590,12,1564,889537,242000,24,640,480,10.097
130.35667,176,144,54590,12,1564,889537,242000,24,1280,720,22.357
130.35667,176,144,54590,12,1564,889537,242000,24,1920,1080,40.763
130.35667,176,144,54590,12,1564,889537,242000,25,176,144,2.476
130.35667,176,144,54590,12,1564,889537,242000,25,320,240,4.284
130.35667,176,144,54590,12,1564,889537,242000,25,480,360,6.844
130.35667,176,144,54590,12,1564,889537,242000,25,640,480,10.241
130.35667,176,144,54590,12,1564,889537,242000,25,1280,720,23.253
130.35667,176,144,54590,12,1564,889537,242000,25,1920,1080,42.063
130.35667,176,144,54590,12,1564,889537,242000,29.97,176,144,2.668
130.35667,176,144,54590,12,1564,889537,242000,29.97,320,240,4.508
130.35667,176,144,54590,12,1564,889537,242000,29.97,480,360,7.696
130.35667,176,144,54590,12,1564,889537,242000,29.97,640,480,11.761
130.35667,176,144,54590,12,1564,889537,242000,29.97,1280,720,26.358
130.35667,176,144,54590,12,1564,889537,242000,29.97,1920,1080,45.759
130.35667,176,144,54590,12,1564,889537,539000,12,176,144,2.168
130.35667,176,144,54590,12,1564,889537,539000,12,320,240,4.348
130.35667,176,144,54590,12,1564,889537,539000,12,480,360,7.68
130.35667,176,144,54590,12,1564,889537,539000,12,640,480,11.821
130.35667,176,144,54590,12,1564,889537,539000,12,1280,720,25.194
130.35667,176,144,54590,12,1564,889537,539000,12,1920,1080,42.247
130.35667,176,144,54590,12,1564,889537,539000,15,176,144,2.372
130.35667,176,144,54590,12,1564,889537,539000,15,320,240,4.44
130.35667,176,144,54590,12,1564,889537,539000,15,480,360,7.86
130.35667,176,144,54590,12,1564,889537,539000,15,640,480,12.025
130.35667,176,144,54590,12,1564,889537,539000,15,1280,720,26.722
130.35667,176,144,54590,12,1564,889537,539000,15,1920,1080,45.307
130.35667,176,144,54590,12,1564,889537,539000,24,176,144,2.392
130.35667,176,144,54590,12,1564,889537,539000,24,320,240,4.992
130.35667,176,144,54590,12,1564,889537,539000,24,480,360,8.209
130.35667,176,144,54590,12,1564,889537,539000,24,640,480,12.565
130.35667,176,144,54590,12,1564,889537,539000,24,1280,720,29.982
130.35667,176,144,54590,12,1564,889537,539000,24,1920,1080,53.323
130.35667,176,144,54590,12,1564,889537,539000,25,176,144,2.784
130.35667,176,144,54590,12,1564,889537,539000,25,320,240,4.952
130.35667,176,144,54590,12,1564,889537,539000,25,480,360,8.177
130.35667,176,144,54590,12,1564,889537,539000,25,640,480,12.865
130.35667,176,144,54590,12,1564,889537,539000,25,1280,720,31.014
130.35667,176,144,54590,12,1564,889537,539000,25,1920,1080,55.023
130.35667,176,144,54590,12,1564,889537,539000,29.97,176,144,2.98
130.35667,176,144,54590,12,1564,889537,539000,29.97,320,240,5.34
130.35667,176,144,54590,12,1564,889537,539000,29.97,480,360,9.221
130.35667,176,144,54590,12,1564,889537,539000,29.97,640,480,14.833
130.35667,176,144,54590,12,1564,889537,539000,29.97,1280,720,35.366
130.35667,176,144,54590,12,1564,889537,539000,29.97,1920,1080,60.872
130.35667,176,144,54590,12,1564,889537,820000,12,176,144,2.16
130.35667,176,144,54590,12,1564,889537,820000,12,320,240,4.88
130.35667,176,144,54590,12,1564,889537,820000,12,480,360,8.753
130.35667,176,144,54590,12,1564,889537,820000,12,640,480,13.349
130.35667,176,144,54590,12,1564,889537,820000,12,1280,720,30.034
130.35667,176,144,54590,12,1564,889537,820000,12,1920,1080,50.627
130.35667,176,144,54590,12,1564,889537,820000,15,176,144,2.28
130.35667,176,144,54590,12,1564,889537,820000,15,320,240,4.896
130.35667,176,144,54590,12,1564,889537,820000,15,480,360,8.725
130.35667,176,144,54590,12,1564,889537,820000,15,640,480,13.629
130.35667,176,144,54590,12,1564,889537,820000,15,1280,720,31.334
130.35667,176,144,54590,12,1564,889537,820000,15,1920,1080,52.987
130.35667,176,144,54590,12,1564,889537,820000,24,176,144,2.832
130.35667,176,144,54590,12,1564,889537,820000,24,320,240,5.536
130.35667,176,144,54590,12,1564,889537,820000,24,480,360,9.077
130.35667,176,144,54590,12,1564,889537,820000,24,640,480,13.853
130.35667,176,144,54590,12,1564,889537,820000,24,1280,720,34.074
130.35667,176,144,54590,12,1564,889537,820000,24,1920,1080,62.388
130.35667,176,144,54590,12,1564,889537,820000,25,176,144,2.66
130.35667,176,144,54590,12,1564,889537,820000,25,320,240,5.616
130.35667,176,144,54590,12,1564,889537,820000,25,480,360,9.093
130.35667,176,144,54590,12,1564,889537,820000,25,640,480,14.289
130.35667,176,144,54590,12,1564,889537,820000,25,1280,720,35.334
130.35667,176,144,54590,12,1564,889537,820000,25,1920,1080,63.9
130.35667,176,144,54590,12,1564,889537,820000,29.97,176,144,3.164
130.35667,176,144,54590,12,1564,889537,820000,29.97,320,240,5.8
130.35667,176,144,54590,12,1564,889537,820000,29.97,480,360,10.113
130.35667,176,144,54590,12,1564,889537,820000,29.97,640,480,16.185
130.35667,176,144,54590,12,1564,889537,820000,29.97,1280,720,40.455
130.35667,176,144,54590,12,1564,889537,820000,29.97,1920,1080,70.004
130.35667,176,144,54590,12,1564,889537,3000000,12,176,144,2.208
130.35667,176,144,54590,12,1564,889537,3000000,12,320,240,6.524
130.35667,176,144,54590,12,1564,889537,3000000,12,480,360,11.933
130.35667,176,144,54590,12,1564,889537,3000000,12,640,480,18.477
130.35667,176,144,54590,12,1564,889537,3000000,12,1280,720,43.431
130.35667,176,144,54590,12,1564,889537,3000000,12,1920,1080,81.897
130.35667,176,144,54590,12,1564,889537,3000000,15,176,144,2.264
130.35667,176,144,54590,12,1564,889537,3000000,15,320,240,6.504
130.35667,176,144,54590,12,1564,889537,3000000,15,480,360,11.841
130.35667,176,144,54590,12,1564,889537,3000000,15,640,480,18.785
130.35667,176,144,54590,12,1564,889537,3000000,15,1280,720,45.435
130.35667,176,144,54590,12,1564,889537,3000000,15,1920,1080,85.573
130.35667,176,144,54590,12,1564,889537,3000000,24,176,144,2.792
130.35667,176,144,54590,12,1564,889537,3000000,24,320,240,6.76
130.35667,176,144,54590,12,1564,889537,3000000,24,480,360,12.273
130.35667,176,144,54590,12,1564,889537,3000000,24,640,480,19.381
130.35667,176,144,54590,12,1564,889537,3000000,24,1280,720,49.023
130.35667,176,144,54590,12,1564,889537,3000000,24,1920,1080,93.326
130.35667,176,144,54590,12,1564,889537,3000000,25,176,144,2.816
130.35667,176,144,54590,12,1564,889537,3000000,25,320,240,6.832
130.35667,176,144,54590,12,1564,889537,3000000,25,480,360,12.397
130.35667,176,144,54590,12,1564,889537,3000000,25,640,480,19.589
130.35667,176,144,54590,12,1564,889537,3000000,25,1280,720,50.655
130.35667,176,144,54590,12,1564,889537,3000000,25,1920,1080,96.666
130.35667,176,144,54590,12,1564,889537,3000000,29.97,176,144,3.124
130.35667,176,144,54590,12,1564,889537,3000000,29.97,320,240,7.348
130.35667,176,144,54590,12,1564,889537,3000000,29.97,480,360,13.565
130.35667,176,144,54590,12,1564,889537,3000000,29.97,640,480,21.557
130.35667,176,144,54590,12,1564,889537,3000000,29.97,1280,720,56.044
130.35667,176,144,54590,12,1564,889537,3000000,29.97,1920,1080,107.003
130.35667,176,144,54590,12,1564,889537,5000000,12,176,144,2.428
130.35667,176,144,54590,12,1564,889537,5000000,12,320,240,6.484
130.35667,176,144,54590,12,1564,889537,5000000,12,480,360,13.385
130.35667,176,144,54590,12,1564,889537,5000000,12,640,480,21.293
130.35667,176,144,54590,12,1564,889537,5000000,12,1280,720,47.803
